445
209	36
203	37
157	38
152	41
185	41
178	42
157	43
158	46
107	47
111	47
215	47
120	50
141	50
201	50
192	51
134	52
64	55
87	55
226	55
64	56
112	56
105	59
192	60
124	61
193	61
198	61
120	62
185	62
67	63
152	65
162	65
172	68
231	68
44	69
45	69
110	69
22	70
23	70
128	70
59	71
27	72
22	75
125	77
152	77
161	77
44	78
37	79
64	79
109	79
27	80
52	80
130	80
131	80
238	80
27	81
68	81
77	81
84	81
121	81
55	82
82	82
142	83
211	83
219	83
144	84
152	84
68	86
92	86
124	86
34	87
171	88
242	90
133	91
56	92
36	93
41	93
90	93
157	94
69	95
79	95
92	95
186	95
50	97
41	99
103	99
171	99
246	99
240	100
247	100
26	101
48	104
70	105
78	105
163	105
197	105
93	106
250	106
92	107
43	108
30	109
125	110
198	110
133	112
60	114
110	114
117	114
49	115
50	115
142	115
220	115
74	117
97	117
72	119
147	119
113	120
107	122
142	122
23	123
26	123
33	123
254	123
139	124
119	125
33	126
49	128
141	129
44	130
38	131
130	131
234	131
247	131
148	132
237	132
24	133
24	135
31	135
245	136
247	137
156	138
199	138
256	138
46	140
25	141
38	142
33	144
155	145
265	145
33	149
247	149
46	152
263	152
221	154
255	155
229	156
250	156
29	158
144	159
282	159
117	160
240	160
245	160
271	160
283	160
252	161
290	161
28	162
288	162
277	163
298	164
37	165
147	165
158	165
150	166
246	167
277	167
52	169
254	169
305	169
151	170
194	172
38	174
53	174
274	175
284	176
241	178
274	179
289	179
67	180
247	180
281	180
78	182
87	184
257	186
289	186
38	187
51	187
108	187
246	187
265	187
281	187
286	187
37	188
44	188
68	188
88	188
263	188
274	188
31	189
106	189
270	189
79	193
125	194
38	195
42	195
198	195
95	196
263	196
253	197
282	197
43	198
93	198
291	198
56	199
249	199
257	199
70	200
59	201
299	201
35	202
152	203
218	203
282	203
290	205
71	206
207	206
269	206
258	207
197	208
266	208
272	208
281	208
216	210
187	213
82	214
205	214
289	214
254	215
281	215
291	215
195	216
85	217
244	217
272	217
247	218
255	218
264	218
281	218
175	220
81	221
186	221
34	222
255	222
56	223
248	224
43	225
116	225
264	225
266	225
259	226
153	228
174	228
36	229
216	230
270	230
300	230
74	231
146	231
164	232
66	233
140	233
173	233
179	234
207	235
255	235
261	235
83	236
281	237
214	238
246	238
154	239
294	239
68	240
92	240
286	240
179	241
213	241
217	241
255	241
258	241
272	241
96	242
100	242
138	242
287	242
217	247
278	247
88	248
102	248
108	248
267	248
273	248
298	248
63	249
82	249
143	249
257	249
282	249
56	250
207	250
136	251
267	254
215	255
282	255
294	255
199	256
215	256
95	258
195	259
182	260
207	260
255	260
89	261
263	262
289	262
106	263
253	264
281	264
198	266
254	266
270	266
272	268
213	269
285	269
86	270
100	270
101	270
243	270
193	271
246	271
94	272
170	272
214	272
38	273
101	275
166	275
181	275
107	276
169	276
237	278
155	279
192	279
181	280
203	282
170	283
171	283
107	284
192	284
174	286
181	290
215	290
91	292
199	292
252	292
81	293
207	296
41	297
81	298
199	298
176	299
89	300
91	300
137	300
184	300
188	301
188	305
132	306
93	307
171	307
204	307
42	311
167	311
243	311
202	312
159	313
192	313
158	315
163	315
184	315
207	316
160	317
97	319
239	320
45	321
153	321
211	326
231	327
50	329
247	329
46	338
211	338
224	338
238	338
240	338
219	339
207	341
196	342
228	342
230	342
55	344
238	345
83	346
238	346
202	347
106	348
242	349
242	350
106	351
198	351
209	351
221	351
59	352
81	352
82	352
85	352
95	352
101	352
126	352
130	352
145	352
159	352
160	352
173	352
174	352
187	352
231	352
