691
64	3
75	3
64	7
51	9
53	9
41	16
59	16
52	19
41	20
98	22
149	22
162	22
177	22
39	25
178	25
59	27
49	28
46	31
37	32
121	33
182	33
116	35
151	36
46	38
183	38
187	41
188	41
157	44
84	46
123	47
115	49
189	49
51	52
132	53
85	54
144	54
201	54
151	55
24	56
27	58
33	59
125	59
146	62
42	63
139	63
156	64
19	65
210	66
99	68
37	70
47	71
52	73
104	73
23	74
52	75
79	76
191	78
162	79
166	79
23	81
183	81
100	82
169	82
174	82
121	84
174	84
220	84
79	85
147	85
154	85
105	86
142	86
149	86
169	86
200	90
123	91
125	91
184	91
20	92
171	94
100	95
160	96
21	97
26	97
31	97
92	97
152	97
106	98
147	98
38	99
167	99
228	100
105	101
193	101
54	102
55	103
154	103
179	103
110	104
160	104
184	104
40	105
161	105
168	105
179	105
21	106
132	106
31	107
174	107
179	107
185	107
193	107
127	108
181	108
54	111
47	112
158	112
26	113
153	113
156	113
186	113
32	114
181	114
236	114
40	115
47	115
92	116
169	116
27	117
32	117
60	117
171	117
202	117
67	118
165	119
76	120
158	121
175	121
181	121
23	122
32	122
47	122
49	122
54	122
189	122
194	122
42	123
202	123
114	126
49	127
55	127
91	127
167	127
216	127
59	128
161	128
189	128
195	128
209	128
175	130
169	132
174	132
202	133
209	133
51	134
84	135
137	135
37	136
132	136
92	137
105	137
86	138
148	139
155	139
157	139
162	139
189	141
164	142
170	142
38	143
182	143
243	143
250	143
52	144
148	144
86	145
94	145
104	145
164	145
177	145
182	145
198	145
200	145
209	145
51	146
75	146
144	146
150	146
204	146
216	146
47	147
252	148
94	149
150	150
157	150
145	151
152	151
60	152
67	152
179	152
184	152
210	152
26	153
62	153
159	153
165	153
32	154
55	154
137	155
62	156
68	156
132	156
84	157
152	157
170	157
192	157
251	157
145	158
147	158
160	158
101	159
141	159
58	162
77	162
82	162
123	162
132	162
128	163
149	163
209	163
214	163
42	165
83	165
89	165
193	166
200	166
83	167
98	167
77	168
79	168
141	168
263	168
51	169
72	169
47	170
80	170
129	170
129	171
158	172
162	172
193	172
200	172
136	173
143	173
151	173
175	173
179	173
129	174
137	174
145	176
150	176
110	178
118	178
175	178
39	179
162	179
167	179
193	179
199	179
214	179
218	179
158	180
162	180
52	181
55	181
65	181
152	181
176	181
229	181
35	182
110	182
118	182
170	182
187	182
192	182
74	183
77	183
234	183
265	183
65	184
108	184
60	185
177	185
29	187
145	187
152	187
184	187
193	187
205	187
214	187
218	187
131	188
147	188
154	188
227	188
233	188
69	189
74	189
60	190
80	190
97	190
193	190
56	191
75	191
131	191
193	191
92	192
199	192
293	192
75	193
147	193
163	193
70	194
141	194
56	195
62	195
124	195
272	195
136	196
141	196
170	196
176	196
187	196
193	196
284	196
92	197
187	197
54	198
210	198
88	199
182	199
198	199
215	199
284	199
291	199
142	200
146	200
202	200
156	201
170	201
179	201
301	201
169	202
295	202
136	203
289	204
31	205
130	205
179	205
186	205
193	205
196	205
200	206
208	206
214	206
175	207
179	207
147	208
169	208
193	208
67	209
152	209
199	209
276	209
145	210
293	210
303	210
63	211
162	211
169	211
199	211
204	211
267	211
274	211
167	212
193	213
32	214
87	214
175	214
288	214
197	215
85	216
147	217
184	219
204	219
86	220
209	220
159	221
164	222
195	222
203	223
291	224
207	225
209	225
138	226
214	226
71	227
299	227
195	228
281	228
48	229
198	229
179	230
66	231
70	231
184	231
58	232
51	233
221	234
35	235
45	235
67	235
139	235
75	236
184	236
223	236
229	236
286	236
51	237
82	237
167	237
62	238
188	238
71	240
174	240
223	240
296	240
179	241
228	241
293	241
298	241
283	243
187	244
159	245
181	245
188	245
215	246
218	246
77	249
36	252
74	252
281	252
90	253
135	254
286	255
89	256
216	257
295	257
219	258
289	260
91	261
135	262
108	264
90	265
293	267
108	268
41	271
133	271
205	272
221	272
207	274
38	276
228	276
144	277
142	278
187	278
289	278
115	279
162	280
206	281
295	281
86	282
212	282
110	283
145	283
180	283
209	283
211	283
219	283
85	284
115	284
173	284
174	284
137	285
214	285
222	285
163	286
119	288
124	288
62	290
87	291
95	291
109	291
119	291
284	291
43	292
128	292
130	292
137	292
175	292
179	292
283	292
137	293
95	294
61	295
41	296
45	296
180	296
108	297
119	297
137	297
198	297
88	298
118	298
127	298
131	298
209	298
80	299
209	299
293	299
93	300
200	301
93	302
149	304
165	305
42	306
92	306
117	306
138	306
106	307
122	307
131	307
145	307
209	307
175	309
117	310
145	310
156	310
122	311
166	311
105	312
122	312
131	312
138	312
110	313
157	314
239	314
289	314
116	315
177	315
111	316
122	316
95	317
127	319
148	320
84	321
103	321
167	321
111	322
186	322
203	322
43	323
95	323
162	323
216	323
122	325
127	325
148	325
78	326
81	326
84	326
95	326
169	326
175	326
103	327
143	327
204	327
217	327
187	328
291	328
163	329
187	330
58	331
158	331
182	331
73	332
77	332
114	332
121	332
176	332
48	333
126	333
143	333
150	333
136	334
174	334
103	335
92	337
167	337
188	337
193	337
287	337
73	338
159	338
182	338
77	339
175	339
179	339
183	339
203	339
126	340
151	340
153	340
57	341
98	341
102	341
136	341
133	342
169	342
173	342
203	342
207	342
166	344
168	344
180	344
66	345
173	345
112	346
162	346
154	347
170	347
197	347
200	347
207	347
97	348
121	348
187	348
279	348
54	349
132	349
138	349
167	350
170	350
45	351
76	351
97	351
139	351
164	351
187	351
227	351
242	351
265	351
281	351
284	351
48	352
83	352
107	352
171	352
177	352
189	352
192	352
201	352
203	352
205	352
213	352
242	352
254	352
261	352
274	352
275	352
277	352
